order_id,order_date,order_time,store_id,region,channel,customer_id,customer_segment,category,subcategory,unit_price,quantity,gross_sales,net_sales,cost,profit,shipping_days,satisfaction_score,return_flag,financial_completeness_flag
37979,11/17/2025,2:54 AM,81,Midwest,Mobile App,9121,Consumer,Electronics,Accessories,118.59,1,118.59,100.92,76.94,23.98,3,5,0,Complete
44172,3/6/2023,10:08 PM,29,South,Mobile App,21221,Corporate,Electronics,Phones,64.64,2,129.28,110.66,,,4,3,0,Incomplete
26304,3/11/2024,5:31 AM,62,South,In Store,24096,Home Office,Electronics,Audio,68.39,1,68.39,52.80,41.13,11.66,1,,0,Complete
19459,9/16/2023,10:31 AM,1,Northeast,In Store,22068,Corporate,Apparel,Women,21.31,0,0.00,,,,0,3,0,Incomplete
5370,8/8/2024,4:49 PM,19,Midwest,Online,12550,Consumer,Electronics,Phones,69.40,2,138.80,128.53,75.87,52.66,2,1,0,Complete
50292,12/2/2025,11:01 PM,2,West,Phone,21821,Consumer,Beauty,Unknown,173.08,1,173.08,139.68,87.66,52.02,0,4,0,Complete
25952,7/7/2024,4:39 AM,76,South,Mobile App,631,Corporate,Grocery,Unknown,193.52,3,580.56,,,,4,5,,Incomplete
54909,4/18/2025,12:25 AM,20,Midwest,Phone,15565,Corporate,Apparel,Women,25.42,3,76.26,38.28,27.87,10.41,7,2,0,Complete
56363,2/25/2023,11:27 AM,61,South,Online,10613,Corporate,Grocery,Pantry,154.55,2,309.10,198.75,165.42,33.33,1,5,0,Complete
32219,7/4/2024,1:18 PM,18,Midwest,Mobile App,15268,Consumer,Home,Decor,40.31,4,161.24,135.76,83.25,52.51,6,2,0,Complete
2886,4/7/2023,5:48 AM,61,Midwest,Phone,601,Consumer,Home,Kitchen,87.51,3,262.53,251.24,153.84,97.41,7,2,0,Complete
36560,4/18/2024,3:16 PM,24,South,In Store,9930,Corporate,Grocery,Snacks,101.30,2,202.60,166.54,141.51,25.03,8,,0,Complete
8967,7/19/2023,4:24 AM,59,Midwest,In Store,18582,Consumer,Electronics,Audio,51.61,0,0.00,0.00,0.00,0.00,3,5,0,Incomplete
46575,4/17/2023,11:58 AM,40,Midwest,Phone,4955,Consumer,Apparel,Kids,156.05,2,312.10,270.28,225.22,45.05,9,5,0,Complete
10531,9/7/2025,12:58 AM,26,Northeast,In Store,27886,Consumer,Apparel,Unknown,65.96,1,65.96,60.22,36.10,24.12,5,1,0,Complete
44629,3/17/2023,11:50 PM,45,Midwest,Online,22933,Consumer,Grocery,Produce,48.24,0,0.00,0.00,0.00,0.00,1,1,0,Incomplete
274,2/25/2025,8:02 PM,62,Midwest,Online,17184,Corporate,Electronics,Audio,63.19,0,0.00,,,,7,2,,Incomplete
19270,6/14/2025,3:31 PM,8,Northeast,Online,9081,Corporate,Home,Bedding,40.37,1,40.37,29.91,19.00,10.92,7,2,0,Complete
36912,1/23/2024,7:55 PM,13,West,In Store,22000,Home Office,Apparel,Women,75.10,4,300.40,199.17,134.13,65.03,5,4,0,Complete
10122,6/4/2025,8:32 AM,4,South,Online,5317,Home Office,Apparel,Kids,31.62,2,63.24,60.84,,,9,2,0,Incomplete
13291,2/15/2023,3:49 AM,27,South,Online,55,Home Office,Home,Bedding,59.97,4,239.88,203.66,132.75,70.91,6,5,0,Complete
57607,8/2/2023,4:21 PM,78,South,Online,28569,Consumer,Apparel,Women,75.35,3,226.05,183.33,,,5,3,1,Incomplete
47190,7/5/2024,3:55 PM,14,South,Phone,26203,Corporate,Apparel,Shoes,88.33,3,264.99,226.04,169.46,56.58,4,5,0,Complete
29210,11/20/2025,4:21 AM,62,West,Phone,11730,Corporate,Home,Decor,183.12,5,915.60,628.10,424.84,203.26,6,4,0,Complete
42188,1/31/2024,2:47 PM,72,West,In Store,1449,Corporate,Beauty,Fragrance,102.44,4,409.76,222.50,146.01,76.49,5,4,0,Complete
25387,10/24/2025,3:55 PM,24,South,In Store,5271,Home Office,Grocery,Snacks,93.37,2,186.74,,,,3,4,0,Incomplete
17006,1/17/2023,8:40 AM,33,Northeast,Phone,16829,Consumer,Home,Decor,59.84,2,119.68,87.96,72.73,15.24,7,2,,Complete
10982,6/2/2023,9:47 PM,68,West,In Store,1365,Consumer,Apparel,Shoes,50.89,2,101.78,75.62,54.73,20.89,3,2,1,Complete
47314,10/25/2024,3:45 AM,47,Midwest,Online,29412,Consumer,Grocery,Snacks,62.58,,,,,,4,5,0,Incomplete
27071,9/3/2024,7:55 PM,9,South,In Store,3728,Home Office,Apparel,Men,46.23,0,0.00,0.00,0.00,0.00,4,3,0,Incomplete
6686,7/28/2024,8:58 PM,26,Midwest,Online,19575,Consumer,Electronics,Phones,40.90,2,81.80,70.02,54.91,15.11,2,1,0,Complete
54961,1/14/2023,10:48 PM,53,South,In Store,15682,Corporate,Electronics,Phones,54.67,1,54.67,50.02,,,4,4,0,Incomplete
58126,11/2/2023,8:59 PM,64,West,Online,12230,Consumer,Grocery,Produce,74.44,4,297.76,227.49,180.97,46.52,1,3,0,Complete
40701,9/6/2025,3:45 PM,65,West,Mobile App,25511,Consumer,Grocery,Unknown,125.97,7,881.79,740.70,621.92,118.79,2,4,0,Complete
13903,7/11/2024,7:59 PM,11,West,Phone,2819,Home Office,Electronics,Accessories,128.58,0,0.00,0.00,0.00,0.00,3,4,1,Incomplete
31540,8/13/2024,7:25 AM,60,West,In Store,20375,Consumer,Apparel,Shoes,62.24,3,186.72,118.19,89.38,28.82,4,1,0,Complete
49717,5/3/2024,4:28 AM,7,Midwest,Phone,28873,Corporate,Apparel,Kids,126.61,1,126.61,107.75,80.24,27.50,9,1,0,Complete
49520,12/25/2024,9:17 PM,55,West,In Store,911,Consumer,Electronics,Phones,39.41,4,157.64,119.49,95.68,23.82,7,1,0,Complete
51924,10/1/2025,2:08 AM,18,Northeast,In Store,18062,Consumer,Grocery,Snacks,85.89,3,257.67,187.07,137.75,49.32,1,2,0,Complete
3503,10/21/2025,1:03 AM,28,West,Online,552,Consumer,Home,Furniture,16.70,1,16.70,15.06,11.38,3.68,4,2,0,Complete
39337,9/2/2024,5:45 AM,64,West,Online,8403,Consumer,Home,Furniture,107.82,8,862.56,779.75,531.57,248.18,3,1,0,Complete
2219,3/2/2025,10:06 PM,34,South,In Store,27443,Consumer,Home,Kitchen,44.67,3,134.01,129.19,,,1,1,,Incomplete
18506,1/31/2023,7:47 AM,19,West,In Store,4745,Consumer,Electronics,Audio,32.26,6,193.56,92.52,69.29,23.23,2,1,0,Complete
10690,4/16/2025,2:44 AM,36,Midwest,Online,7762,Home Office,Electronics,Laptops,100.38,1,100.38,96.06,71.01,25.05,2,5,0,Complete
21378,1/9/2023,10:31 AM,37,West,Online,6675,Consumer,Grocery,Produce,225.45,4,901.80,836.87,,,2,2,1,Incomplete
1867,3/24/2025,4:53 AM,57,West,In Store,27284,Consumer,Home,Kitchen,28.51,3,85.53,69.71,49.64,20.06,3,5,0,Complete
20193,1/18/2025,2:13 PM,73,Midwest,Online,19058,Home Office,Electronics,Phones,49.03,4,196.12,140.23,95.57,44.65,4,4,0,Complete
28871,8/27/2025,12:43 PM,79,South,In Store,623,Consumer,Beauty,Unknown,99.65,4,398.60,263.87,,,5,5,0,Incomplete
52204,5/21/2023,11:48 AM,34,West,Online,16662,Home Office,Beauty,Fragrance,121.31,3,363.93,271.49,197.10,74.40,7,5,0,Complete
3868,9/26/2024,6:19 PM,42,Northeast,Online,28145,Corporate,Home,Furniture,16.82,2,33.64,29.10,19.60,9.50,3,3,1,Complete
3223,3/31/2024,11:02 AM,29,Northeast,Mobile App,21240,Home Office,Electronics,Laptops,75.96,2,151.92,87.66,54.42,33.24,9,5,0,Complete
21786,6/29/2024,9:46 PM,48,Midwest,Mobile App,14264,Consumer,Electronics,Laptops,32.43,2,64.86,50.01,33.09,16.92,1,3,0,Complete
20985,4/4/2025,12:21 PM,23,West,Phone,26498,Home Office,Electronics,Phones,63.07,0,0.00,0.00,0.00,0.00,8,1,0,Incomplete
48540,1/7/2023,6:14 PM,66,Northeast,Online,15160,Home Office,Beauty,Haircare,51.57,1,51.57,42.55,25.95,16.60,6,3,0,Complete
40695,5/3/2024,10:36 AM,22,West,In Store,6719,Consumer,Grocery,Beverages,145.08,2,290.16,128.83,,,4,2,0,Incomplete
8441,7/17/2025,12:14 AM,18,West,Mobile App,4600,Consumer,Apparel,Men,89.42,1,89.42,77.97,55.86,22.11,1,1,0,Complete
9952,9/8/2025,12:28 AM,71,Midwest,In Store,6854,Consumer,Beauty,Unknown,65.95,4,263.80,205.24,,,9,1,0,Incomplete
1335,7/8/2024,7:30 PM,83,Midwest,Online,21466,Corporate,Beauty,Fragrance,47.77,3,143.31,122.96,89.13,33.83,2,,0,Complete
32573,5/3/2024,12:19 PM,2,West,In Store,9211,Consumer,Electronics,Unknown,55.24,4,220.96,121.09,95.59,25.50,1,5,0,Complete
28345,2/24/2024,3:27 AM,15,West,Phone,132,Consumer,Home,Furniture,90.74,0,0.00,0.00,0.00,0.00,4,5,0,Incomplete
46504,7/3/2025,12:18 AM,67,Northeast,Online,308,Corporate,Home,Furniture,113.21,1,113.21,70.42,47.65,22.77,1,2,1,Complete
34483,9/16/2023,10:46 PM,20,Northeast,Online,20769,Consumer,Apparel,Women,30.66,4,122.64,85.60,59.45,26.15,2,,,Complete
36272,9/24/2023,1:51 PM,17,South,Mobile App,6008,Consumer,Electronics,Phones,38.09,5,190.45,164.36,132.72,31.63,8,2,0,Complete
36875,10/31/2024,4:05 AM,55,Midwest,Mobile App,8389,Home Office,Electronics,Accessories,59.80,3,179.40,152.49,117.77,34.72,6,3,0,Complete
11513,2/19/2024,2:38 PM,37,South,Phone,8402,Consumer,Electronics,Audio,46.61,1,46.61,38.31,31.76,6.56,3,2,0,Complete
23848,7/9/2024,8:35 AM,23,South,Online,20602,Consumer,Electronics,Laptops,62.79,4,251.16,205.45,162.02,43.43,9,2,,Complete
9938,8/31/2024,7:50 PM,16,West,In Store,12097,Corporate,Home,Kitchen,50.55,3,151.65,126.93,104.52,22.41,0,5,0,Complete
52123,9/26/2024,1:29 PM,9,Midwest,Online,14646,Consumer,Grocery,Produce,32.92,5,164.60,100.57,59.82,40.75,9,3,0,Complete
9190,8/6/2025,6:59 AM,29,Midwest,Online,27595,Consumer,Electronics,Audio,54.95,1,54.95,41.71,32.61,9.10,4,3,0,Complete
55991,9/2/2025,3:32 PM,66,West,Mobile App,12930,Home Office,Home,Kitchen,68.17,1,68.17,41.24,23.04,18.20,8,1,0,Complete
11745,11/10/2024,10:45 PM,8,West,In Store,18889,Home Office,Beauty,Fragrance,125.10,5,625.50,497.27,328.09,169.19,4,5,0,Complete
34546,12/14/2023,9:53 AM,56,Midwest,In Store,11605,Consumer,Electronics,Audio,19.58,0,0.00,0.00,0.00,0.00,1,2,0,Incomplete
13153,10/20/2023,4:10 PM,10,West,In Store,11808,Corporate,Home,Unknown,36.75,4,147.00,135.53,75.19,60.35,7,4,0,Complete
13060,11/4/2024,3:32 PM,66,Northeast,Phone,17264,Corporate,Apparel,Shoes,26.76,3,80.28,60.21,48.30,11.91,4,1,0,Complete
49859,6/1/2024,11:35 AM,51,South,Online,18035,Home Office,Home,Kitchen,61.67,,,,,,5,3,0,Incomplete
52311,12/20/2024,8:56 AM,80,West,Mobile App,23552,Home Office,Home,Bedding,101.17,3,303.51,237.95,165.58,72.38,2,2,0,Complete
8915,9/29/2025,1:06 PM,32,South,Online,21708,Corporate,Grocery,Unknown,48.91,3,146.73,131.91,107.78,24.13,5,3,,Complete
42179,12/23/2025,10:08 AM,23,South,Online,29352,Consumer,Electronics,Phones,56.32,1,56.32,,,,3,2,0,Incomplete
9200,12/6/2024,1:40 AM,79,West,Phone,7163,Consumer,Electronics,Audio,31.44,2,62.88,54.08,34.11,19.97,6,5,0,Complete
37941,11/30/2025,9:30 PM,10,South,Online,24765,Consumer,Beauty,Makeup,98.74,5,-493.70,-394.47,-232.81,-161.65,2,1,1,Complete
54185,11/12/2023,1:57 PM,78,Midwest,In Store,2898,Home Office,Electronics,Accessories,83.81,1,83.81,,,,9,2,0,Incomplete
48597,8/30/2024,9:04 PM,51,South,Mobile App,8997,Consumer,Grocery,Beverages,112.27,5,561.35,400.80,253.17,147.64,6,3,0,Complete
58586,7/5/2024,10:28 PM,35,South,Online,19984,Corporate,Home,Kitchen,122.79,4,491.16,343.32,246.35,96.97,8,5,0,Complete
8064,2/13/2024,12:02 AM,38,West,Online,19686,Home Office,Apparel,Women,39.31,4,157.24,142.93,95.83,47.11,5,3,0,Complete
21053,5/25/2023,8:48 AM,36,West,Online,22230,Corporate,Home,Bedding,39.87,1,39.87,39.51,29.70,9.81,2,1,0,Complete
30488,11/9/2024,11:08 PM,65,Midwest,Mobile App,25640,Consumer,Grocery,Beverages,84.37,5,421.85,315.12,247.08,68.05,7,3,0,Complete
7529,9/19/2023,4:20 PM,37,West,Phone,8031,Consumer,Electronics,Laptops,73.54,5,367.70,335.71,272.91,62.80,2,5,0,Complete
9936,8/30/2024,1:10 PM,27,West,In Store,11961,Consumer,Electronics,Phones,165.02,6,990.12,552.49,354.92,197.56,4,4,0,Complete
31355,1/7/2025,4:22 PM,17,South,Online,21139,Consumer,Apparel,Kids,89.56,1,89.56,81.23,48.58,32.65,9,5,0,Complete
48002,1/28/2023,11:38 PM,18,West,Phone,22880,Consumer,Beauty,Fragrance,62.80,5,314.00,200.65,136.62,64.03,4,3,1,Complete
49676,1/22/2025,2:19 PM,45,West,In Store,15707,Home Office,Home,Kitchen,86.78,,,,,,7,4,1,Incomplete
49980,11/30/2024,5:52 AM,67,West,Phone,9420,Consumer,Grocery,Snacks,37.57,2,75.14,65.45,48.98,16.47,5,3,0,Complete
34357,2/23/2024,4:06 PM,31,Midwest,Phone,13348,Corporate,Electronics,Accessories,96.65,2,193.30,165.46,122.41,43.05,9,3,0,Complete
38896,9/4/2024,9:17 PM,52,West,In Store,4386,Home Office,Grocery,Produce,55.28,5,276.40,207.85,116.68,91.17,6,2,0,Complete
46281,5/5/2025,4:31 PM,27,Northeast,In Store,20624,Consumer,Grocery,Snacks,32.91,2,65.82,57.13,47.99,9.14,5,4,0,Complete
9074,12/25/2024,9:21 AM,83,West,In Store,22309,Home Office,Electronics,Phones,26.95,5,134.75,129.49,95.32,34.18,1,3,0,Complete
24962,8/29/2025,6:28 PM,22,South,Mobile App,26111,Corporate,Grocery,Pantry,37.74,1,37.74,36.57,,,9,3,0,Incomplete
477,2/24/2025,11:29 AM,56,Midwest,In Store,10036,Consumer,Electronics,Audio,89.92,2,179.84,141.53,,,6,1,0,Incomplete
16359,10/15/2023,6:09 PM,82,Midwest,In Store,3434,Home Office,Beauty,Makeup,96.47,1,96.47,86.73,,,3,,0,Incomplete
24840,12/6/2023,1:32 PM,80,West,Online,28781,Corporate,Apparel,Shoes,24.80,4,99.20,95.13,52.57,42.56,3,,0,Complete
24916,10/20/2025,10:25 AM,14,Midwest,Phone,26636,Consumer,Beauty,Haircare,54.71,4,218.84,204.62,166.37,38.25,4,2,0,Complete
15360,5/18/2025,9:06 AM,16,South,Phone,24164,Home Office,Home,Bedding,42.39,2,84.78,75.28,59.25,16.03,6,2,0,Complete
16243,10/21/2024,3:53 PM,78,South,Mobile App,14154,Corporate,Apparel,Men,84.04,4,336.16,207.41,157.54,49.87,9,2,0,Complete
33822,11/12/2023,3:47 PM,65,Northeast,Mobile App,24218,Corporate,Electronics,Audio,123.44,0,0.00,0.00,0.00,0.00,2,5,0,Incomplete
31936,10/21/2023,7:23 AM,4,West,In Store,29184,Consumer,Beauty,Skincare,54.64,1,54.64,45.73,36.82,8.92,3,2,0,Complete
48298,4/20/2025,3:04 AM,55,Northeast,Phone,11588,Home Office,Grocery,Produce,48.95,3,146.85,128.49,75.39,53.11,7,5,0,Complete
25312,2/9/2023,2:25 PM,20,South,In Store,26509,Consumer,Grocery,Pantry,28.62,3,85.86,62.59,47.25,15.34,6,5,1,Complete
4403,7/24/2025,8:32 AM,48,West,Online,1707,Consumer,Grocery,Snacks,68.24,5,341.20,300.26,176.94,123.32,6,2,0,Complete
52612,10/29/2025,10:57 AM,49,South,Mobile App,28662,Consumer,Grocery,Unknown,137.67,1,137.67,92.93,76.73,16.20,7,2,0,Complete
27693,3/24/2025,1:43 AM,75,South,Mobile App,15548,Corporate,Home,Bedding,93.10,2,186.20,163.11,,,3,5,0,Incomplete
36475,10/21/2023,9:29 PM,49,South,Phone,1902,Consumer,Home,Kitchen,138.07,3,414.21,348.35,227.74,120.61,4,4,1,Complete
33604,6/13/2025,10:07 AM,45,South,In Store,7847,Home Office,Electronics,Audio,41.95,3,125.85,84.45,49.85,34.59,8,2,0,Complete
24220,2/20/2024,5:41 AM,12,South,Mobile App,1766,Home Office,Grocery,Beverages,52.04,4,208.16,184.43,147.56,36.87,6,3,0,Complete
41146,3/2/2024,10:23 AM,79,Midwest,In Store,22486,Consumer,Beauty,Fragrance,122.32,4,489.28,452.09,348.57,103.53,2,3,0,Complete
31169,3/3/2024,2:47 AM,74,Midwest,Online,9845,Corporate,Electronics,Audio,24.11,3,72.33,60.18,48.26,11.92,1,3,0,Complete
31383,12/5/2023,7:01 PM,65,South,In Store,8352,Corporate,Grocery,Snacks,42.98,1,42.98,38.81,24.45,14.36,7,5,0,Complete
57528,12/31/2024,9:49 AM,65,West,In Store,27003,Consumer,Electronics,Unknown,47.92,3,143.76,131.40,103.79,27.61,5,3,0,Complete
48273,11/12/2023,8:38 PM,50,West,Mobile App,25391,Corporate,Electronics,Phones,97.27,5,486.35,290.35,237.51,52.84,4,2,0,Complete
23535,12/25/2024,8:44 AM,24,Midwest,In Store,22340,Consumer,Home,Furniture,96.40,6,578.40,502.63,278.48,224.15,2,2,0,Complete
45164,9/25/2024,12:28 PM,48,West,Online,2334,Corporate,Electronics,Audio,70.31,1,70.31,57.79,44.96,12.83,7,4,0,Complete
5875,8/31/2023,9:16 PM,31,West,Phone,26053,Home Office,Apparel,Shoes,77.54,4,310.16,299.92,253.90,46.03,1,3,0,Complete
30089,1/2/2025,5:13 PM,36,Midwest,Mobile App,10608,Corporate,Beauty,Haircare,89.90,4,359.60,328.67,190.08,138.59,6,4,0,Complete
59053,5/16/2025,7:46 PM,41,South,Phone,21458,Corporate,Electronics,Unknown,,3,,,,,9,1,0,Not Usable
17180,3/21/2024,6:45 AM,66,West,Online,29397,Consumer,Beauty,Makeup,55.01,1,55.01,44.83,33.96,10.87,1,4,0,Complete
45514,4/30/2023,3:15 PM,73,West,In Store,13322,Consumer,Grocery,Pantry,35.86,3,107.58,78.10,,,2,3,0,Incomplete
39997,7/22/2023,8:05 AM,65,South,In Store,2618,Consumer,Grocery,Snacks,170.82,1,170.82,139.56,117.11,22.45,6,,0,Complete
8479,8/21/2024,4:07 PM,11,West,In Store,11431,Consumer,Electronics,Accessories,26.95,3,80.85,53.12,31.40,21.72,3,,0,Complete
36199,2/2/2023,4:52 PM,68,West,Online,787,Consumer,Grocery,Pantry,68.92,6,413.52,374.65,228.03,146.62,9,5,0,Complete
50197,9/2/2023,5:29 AM,57,Northeast,In Store,16655,Consumer,Apparel,Men,69.20,0,0.00,0.00,0.00,0.00,5,4,0,Incomplete
52353,8/1/2024,9:12 PM,17,South,In Store,1953,Corporate,Grocery,Snacks,56.65,4,226.60,219.35,133.88,85.46,5,,0,Complete
52626,7/29/2025,7:23 PM,23,Northeast,Mobile App,29254,Consumer,Beauty,Makeup,61.35,2,122.70,104.30,84.93,19.37,6,2,0,Complete
37789,11/22/2023,10:10 AM,12,West,In Store,24870,Consumer,Home,Furniture,109.82,7,768.74,698.78,389.76,309.03,4,3,0,Complete
213,11/8/2023,1:54 AM,42,West,Online,5516,Home Office,Grocery,Produce,13.52,6,81.12,65.95,42.61,23.34,1,5,0,Complete
4249,9/27/2025,10:37 AM,1,South,Online,13291,Home Office,Grocery,Unknown,44.38,4,177.52,114.68,92.26,22.42,1,3,0,Complete
26774,2/27/2025,12:09 PM,3,South,Online,11550,Consumer,Grocery,Produce,175.71,3,527.13,267.78,197.60,70.18,3,4,0,Complete
47226,4/23/2024,4:06 AM,69,Midwest,Phone,15418,Corporate,Home,Furniture,92.79,0,0.00,0.00,0.00,0.00,9,4,0,Incomplete
38607,8/27/2025,8:04 AM,78,South,Online,28266,Consumer,Beauty,Makeup,16.00,5,80.00,65.84,49.99,15.85,2,3,0,Complete
47024,9/2/2024,3:37 AM,46,South,Phone,3010,Consumer,Beauty,Fragrance,57.42,5,287.10,237.43,194.98,42.45,3,5,1,Complete
50319,10/8/2023,1:12 PM,57,Midwest,Online,20960,Consumer,Grocery,Pantry,67.70,2,135.40,75.15,50.46,24.69,4,3,0,Complete
7985,7/10/2025,3:47 PM,9,West,Mobile App,25197,Consumer,Beauty,Fragrance,,0,,,,,6,1,0,Not Usable
16165,8/24/2025,5:51 AM,60,West,Online,29133,Consumer,Electronics,Audio,70.85,3,212.55,195.33,146.80,48.53,1,3,0,Complete
15326,5/13/2025,11:47 AM,80,Midwest,In Store,28880,Corporate,Electronics,Laptops,95.45,3,286.35,185.27,,,6,1,0,Incomplete
53792,2/8/2024,7:13 AM,61,Midwest,Online,5180,Home Office,Home,Decor,37.05,4,148.20,124.34,95.29,29.05,9,5,0,Complete
59921,12/23/2025,2:18 PM,37,West,In Store,6424,Home Office,Grocery,Produce,26.95,3,80.85,70.58,53.91,16.68,2,3,0,Complete
21635,3/22/2024,8:26 AM,54,South,Phone,3613,Home Office,Grocery,Beverages,,4,,,,,7,4,,Not Usable
5749,5/25/2025,11:40 AM,22,West,In Store,3303,Consumer,Beauty,Makeup,69.25,1,69.25,54.71,,,4,5,0,Incomplete
40745,2/13/2025,2:36 PM,46,Midwest,In Store,25781,Consumer,Home,Kitchen,76.39,2,152.78,111.53,65.22,46.31,9,5,0,Complete
2096,3/27/2023,10:19 PM,51,West,Mobile App,13789,Home Office,Electronics,Phones,37.44,2,74.88,69.04,49.25,19.79,9,,0,Complete
51748,9/12/2023,1:57 AM,53,South,Phone,29028,Home Office,Beauty,Haircare,46.87,3,140.61,105.32,76.53,28.78,2,3,0,Complete
38859,8/11/2023,1:33 PM,11,South,Mobile App,20699,Home Office,Electronics,Phones,126.08,2,-252.16,-230.47,-173.34,-57.14,9,5,1,Complete
30282,3/18/2025,2:43 PM,14,West,Online,7054,Consumer,Home,Decor,45.36,1,45.36,32.61,,,8,1,0,Incomplete
